1378400732,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-room-in-a-flat-downtown-campus-one/1378400732,Private Room in a Flat Downtown (Campus One),"$1,070.00",< 3 km,10/09/2018

1382874767,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1382874767,Room for rent,$800.00,< 4 km,10/09/2018

1382762785,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/wanted-room-to-rent-downtown-toronto/1382762785,WANTED - ROOM to RENT | Downtown Toronto,"$1,100.00",< 4 km,10/09/2018

1382714431,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-2-month-sublet-jan-12-mar-12/1382714431,Room for 2 month SUBLET (Jan 12-Mar 12),$900.00,< 3 km,09/09/2018

1382607316,https://www.kijiji.ca/v-room-rental-roommate/markham-york-region/available-room-to-share/1382607316,Available room to share,$700.00,< 2 km,09/09/2018

1382606922,https://www.kijiji.ca/v-room-rental-roommate/markham-york-region/one-bedroom-apartment-for-rent/1382606922,One bedroom apartment for rent,"$1,200.00",< 2 km,09/09/2018

1382542809,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-students-female/1382542809,Room for students female,$850.00,< 5 km,08/09/2018

1382481550,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/great-location-private-washroom-in-heart-downtown/1382481550,great location private washroom in heart downtown,$770.00,< 3 km,08/09/2018

1382374682,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/one-small-room-condo-available-female-only-preferably-student/1382374682,One small room condo available (Female only/preferably student),"$1,100.00",< 5 km,08/09/2018

1382331161,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/fully-furnished-single-bedroom/1382331161,Fully furnished single bedroom,$900.00,< 3 km,07/09/2018

1382237276,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/big-room-immediately-private-washroom-for-rent-clean-and-cozy/1382237276,Big room IMMEDIATELY private washroom for rent clean and cozy,$300.00,< 3 km,07/09/2018

1193756037,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-room-with-high-speed-internet-near-dundas-west-subway/1193756037,Private room with high speed internet near dundas west subway,$500.00,< 4 km,06/09/2018

1382009831,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/lokking-for-a-roommate/1382009831,lokking for a roommate,$800.00,< 4 km,06/09/2018

1382028082,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-in-luxury-condo/1382028082,room for rent in luxury condo,"$1,200.00",< 2 km,06/09/2018

